name,full_name,URL,desc.,total_commits,last_commit,commits_2024,stars,fork,forks,lang,size,score,template,archived,disabled,contributors_url,collaborators_url,collaborators,search_term
Nihon-Executor,manasroutcse/Nihon-Executor,https://github.com/manasroutcse/Nihon-Executor,"🌊 Nihon Executor is a cutting-edge script executor for Windows, built with Roblox players in mind. Featuring smart AI assistance for easy script writing, a premium ad-free environment, and round-the-clock support, Nihon offers a flawless experience that transforms the way you play.",2,2025-04-07T19:27:01Z,0,37,False,0,,56,1.0,False,False,False,https://api.github.com/repos/manasroutcse/Nihon-Executor/contributors,https://api.github.com/repos/manasroutcse/Nihon-Executor/collaborators{/collaborator},1,edge ai
ai-sdk-flags-edge-config,vercel-labs/ai-sdk-flags-edge-config,https://github.com/vercel-labs/ai-sdk-flags-edge-config,Example project showing how you can use Edge Config and Feature Flags with the Vercel AI SDK,26,2024-12-20T18:04:33Z,26,36,False,7,TypeScript,196,1.0,False,False,False,https://api.github.com/repos/vercel-labs/ai-sdk-flags-edge-config/contributors,https://api.github.com/repos/vercel-labs/ai-sdk-flags-edge-config/collaborators{/collaborator},1,edge ai
RagUltimateAdvisor,dev-it-with-me/RagUltimateAdvisor,https://github.com/dev-it-with-me/RagUltimateAdvisor,A complete Retrieval-Augmented Generation (RAG) application that demonstrates modern AI capabilities for answering questions about Ultimate Frisbee rules and strategies. This project showcases how to build a production-ready RAG system using cutting-edge technologies.,23,2025-10-24T10:25:14Z,0,35,False,18,Python,318,1.0,False,False,False,https://api.github.com/repos/dev-it-with-me/RagUltimateAdvisor/contributors,https://api.github.com/repos/dev-it-with-me/RagUltimateAdvisor/collaborators{/collaborator},1,edge ai
qllm,quantalogic/qllm,https://github.com/quantalogic/qllm,"QLLM: A powerful CLI for seamless interaction with multiple Large Language Models. Simplify AI workflows, streamline development, and unlock the potential of cutting-edge language models.  ⭐ If you find QLLM useful, consider giving us a star on GitHub! It helps us reach more developers and improve the tool. ⭐",449,2025-04-11T14:42:51Z,427,34,False,8,TypeScript,2600,1.0,False,False,False,https://api.github.com/repos/quantalogic/qllm/contributors,https://api.github.com/repos/quantalogic/qllm/collaborators{/collaborator},4,edge ai
openvino_testdrive,openvinotoolkit/openvino_testdrive,https://github.com/openvinotoolkit/openvino_testdrive,"With OpenVINO Test Drive, users can run large language models (LLMs) and models trained by Intel Geti on their devices, including AI PCs and Edge devices.",603,2025-10-27T20:40:11Z,387,34,False,5,Dart,25317,1.0,False,False,False,https://api.github.com/repos/openvinotoolkit/openvino_testdrive/contributors,https://api.github.com/repos/openvinotoolkit/openvino_testdrive/collaborators{/collaborator},6,edge ai
Papers-Literature-ML-DL-RL-AI,rohanmistry231/Papers-Literature-ML-DL-RL-AI,https://github.com/rohanmistry231/Papers-Literature-ML-DL-RL-AI,"A curated collection of research papers and literature on machine learning, deep learning, reinforcement learning, and AI, with summaries and key insights. Serves as a resource for researchers and learners to explore cutting-edge advancements and foundational concepts.",2,2025-05-24T23:40:42Z,1,34,False,0,,498026,1.0,False,False,False,https://api.github.com/repos/rohanmistry231/Papers-Literature-ML-DL-RL-AI/contributors,https://api.github.com/repos/rohanmistry231/Papers-Literature-ML-DL-RL-AI/collaborators{/collaborator},1,edge ai
pdf.ai,Srijan-D/pdf.ai,https://github.com/Srijan-D/pdf.ai,"Edge compatible PDF.ai Chat with any PDF document You can ask questions, get summaries, find information, and more. Built with Pinecone, OpenAI, Langchain, Nextjs13, TypeScript, Clerk Auth, Drizzle ORM for edge runtime environment, Shadcn UI.",61,2025-06-27T16:07:26Z,2,33,False,14,TypeScript,420,1.0,False,False,False,https://api.github.com/repos/Srijan-D/pdf.ai/contributors,https://api.github.com/repos/Srijan-D/pdf.ai/collaborators{/collaborator},1,edge ai
awesome-solana-ai-hackathon,tkorkmazeth/awesome-solana-ai-hackathon,https://github.com/tkorkmazeth/awesome-solana-ai-hackathon,"Welcome to the Solana AI Agent Hackathon repository! This resource is your ultimate guide to creating, deploying, and managing autonomous AI agents powered by Solana and cutting-edge tools.",5,2024-12-19T13:31:47Z,5,33,False,9,,24,1.0,False,False,False,https://api.github.com/repos/tkorkmazeth/awesome-solana-ai-hackathon/contributors,https://api.github.com/repos/tkorkmazeth/awesome-solana-ai-hackathon/collaborators{/collaborator},2,edge ai
AI-penetration-testing,Mr-Infect/AI-penetration-testing,https://github.com/Mr-Infect/AI-penetration-testing," AI/ML/LLM Penetration Testing Toolkit by Mr-Infect — the #1 GitHub resource for AI security, red teaming, and adversarial ML techniques. This repository is dedicated to offensive and defensive security for cutting-edge AI, Machine Learning (ML), and Large Language Models (LLMs) like ChatGPT, Claude, and LLaMA.",21,2025-07-21T16:08:01Z,0,33,False,9,,8508,1.0,False,False,False,https://api.github.com/repos/Mr-Infect/AI-penetration-testing/contributors,https://api.github.com/repos/Mr-Infect/AI-penetration-testing/collaborators{/collaborator},1,edge ai
SPEAR,lfedgeai/SPEAR,https://github.com/lfedgeai/SPEAR,Distributed Cloud-Edge Collaborative AI Agent Platform,70,2025-11-07T02:13:30Z,6,32,False,9,Rust,2968,1.0,False,False,False,https://api.github.com/repos/lfedgeai/SPEAR/contributors,https://api.github.com/repos/lfedgeai/SPEAR/collaborators{/collaborator},4,edge ai
edge-ai-tuning-kit,open-edge-platform/edge-ai-tuning-kit,https://github.com/open-edge-platform/edge-ai-tuning-kit,"The Edge AI Tuning Kit is a comprehensive solution for creating, tailoring, and implementing AI models in the edge platform.",39,2025-11-07T18:29:13Z,0,32,False,4,TypeScript,10707,1.0,False,False,False,https://api.github.com/repos/open-edge-platform/edge-ai-tuning-kit/contributors,https://api.github.com/repos/open-edge-platform/edge-ai-tuning-kit/collaborators{/collaborator},2,edge ai
BeautifyOllama,zahintapadar/BeautifyOllama,https://github.com/zahintapadar/BeautifyOllama,"BeautifyOllama is an open-source web interface that enhances your local Ollama AI model interactions with a beautiful, modern design. Built with cutting-edge web technologies, it provides a seamless chat experience with stunning visual effects and enterprise-grade functionality.",44,2025-10-27T15:10:56Z,0,32,False,1,TypeScript,23217,1.0,False,False,False,https://api.github.com/repos/zahintapadar/BeautifyOllama/contributors,https://api.github.com/repos/zahintapadar/BeautifyOllama/collaborators{/collaborator},1,edge ai
edge2ai-workshop,cloudera-labs/edge2ai-workshop,https://github.com/cloudera-labs/edge2ai-workshop,,590,2025-09-08T15:08:43Z,89,31,False,37,Python,98105,1.0,False,False,False,https://api.github.com/repos/cloudera-labs/edge2ai-workshop/contributors,https://api.github.com/repos/cloudera-labs/edge2ai-workshop/collaborators{/collaborator},8,edge ai
edgeai-gst-apps,TexasInstruments/edgeai-gst-apps,https://github.com/TexasInstruments/edgeai-gst-apps,Gstreamer based Edge AI reference application,183,2025-11-10T17:57:24Z,43,31,False,40,C++,479,1.0,False,False,False,https://api.github.com/repos/TexasInstruments/edgeai-gst-apps/contributors,https://api.github.com/repos/TexasInstruments/edgeai-gst-apps/collaborators{/collaborator},13,edge ai
awesome-edge-AI-papers,withhaotian/awesome-edge-AI-papers,https://github.com/withhaotian/awesome-edge-AI-papers,A curated list of awesome edge AI computing / system research.,26,2024-12-12T06:25:06Z,26,31,False,3,,6414,1.0,False,False,False,https://api.github.com/repos/withhaotian/awesome-edge-AI-papers/contributors,https://api.github.com/repos/withhaotian/awesome-edge-AI-papers/collaborators{/collaborator},2,edge ai
self,watson-intu/self,https://github.com/watson-intu/self,Intu is a Cognitive Embodiment Middleware for AI on the edge.,66,2024-11-29T18:47:35Z,2,30,False,27,C++,160108,1.0,False,False,False,https://api.github.com/repos/watson-intu/self/contributors,https://api.github.com/repos/watson-intu/self/collaborators{/collaborator},7,edge ai
RPi-Pico-projects-for-schools,arm-university/RPi-Pico-projects-for-schools,https://github.com/arm-university/RPi-Pico-projects-for-schools,"Raspberry Pi Pico Projects for Schools:    Explore cutting-edge topics in Computing, including Machine Learning and Internet of Things. Ages 16-18. ",218,2025-06-13T09:30:11Z,1,30,False,9,Jupyter Notebook,116311,1.0,False,False,False,https://api.github.com/repos/arm-university/RPi-Pico-projects-for-schools/contributors,https://api.github.com/repos/arm-university/RPi-Pico-projects-for-schools/collaborators{/collaborator},5,edge ai
UNIFEI-IESTI05-EDGE_AI,Mjrovai/UNIFEI-IESTI05-EDGE_AI,https://github.com/Mjrovai/UNIFEI-IESTI05-EDGE_AI,Edge Machine Learning Systems Engineering,136,2025-11-05T20:10:00Z,0,29,False,6,Jupyter Notebook,148850,1.0,False,False,False,https://api.github.com/repos/Mjrovai/UNIFEI-IESTI05-EDGE_AI/contributors,https://api.github.com/repos/Mjrovai/UNIFEI-IESTI05-EDGE_AI/collaborators{/collaborator},1,edge ai
volant,volantvm/volant,https://github.com/volantvm/volant,Modular orchestration engine for microvms,413,2025-11-10T22:50:23Z,0,29,False,0,C,238403,1.0,False,False,False,https://api.github.com/repos/volantvm/volant/contributors,https://api.github.com/repos/volantvm/volant/collaborators{/collaborator},1,edge ai
ai-confluence,CodersHQ-AI-ML-Community/ai-confluence,https://github.com/CodersHQ-AI-ML-Community/ai-confluence,"A collaborative hub for AI enthusiasts and experts in the UAE to contribute and refine ideas under the Coders(HQ) initiative. Fork, innovate, and contribute as we merge cutting-edge solutions into the mainstream of AI and Machine Learning development.",93,2024-12-20T22:30:33Z,93,28,False,6,Jupyter Notebook,64340,1.0,False,False,False,https://api.github.com/repos/CodersHQ-AI-ML-Community/ai-confluence/contributors,https://api.github.com/repos/CodersHQ-AI-ML-Community/ai-confluence/collaborators{/collaborator},5,edge ai
hailo_tappas_ros2,kyrikakis/hailo_tappas_ros2,https://github.com/kyrikakis/hailo_tappas_ros2,Combining Hailo tappas and ROS2 in one package for AI on the edge,110,2025-04-03T16:11:31Z,0,28,False,3,Python,11124,1.0,False,False,False,https://api.github.com/repos/kyrikakis/hailo_tappas_ros2/contributors,https://api.github.com/repos/kyrikakis/hailo_tappas_ros2/collaborators{/collaborator},2,edge ai
ChatRPG,KarmaKamikaze/ChatRPG,https://github.com/KarmaKamikaze/ChatRPG,"Welcome to ChatRPG, where your journey into the world of fantasy is powered by cutting-edge AI.  Immerse yourself in endless possibilities, embark on epic adventures, and shape your own destiny  in this choose-your-own-adventure (CYOA) game.",491,2025-05-23T11:25:26Z,83,28,False,0,C#,13451,1.0,False,False,False,https://api.github.com/repos/KarmaKamikaze/ChatRPG/contributors,https://api.github.com/repos/KarmaKamikaze/ChatRPG/collaborators{/collaborator},4,edge ai
TheGradientPath,samugit83/TheGradientPath,https://github.com/samugit83/TheGradientPath,"TheGradientPath is your hands-on guide to ML and AI, mixing bite-sized Python scripts, notebooks, and videos. Start with fundamentals, climb to cutting-edge models, and learn by reading, coding, and watching. Fork the repo and join the journey.",36,2025-10-26T20:01:28Z,0,27,False,7,Python,194396,1.0,False,False,False,https://api.github.com/repos/samugit83/TheGradientPath/contributors,https://api.github.com/repos/samugit83/TheGradientPath/collaborators{/collaborator},0,edge ai
19-Gen-AI-Projects,rohanmistry231/19-Gen-AI-Projects,https://github.com/rohanmistry231/19-Gen-AI-Projects,"A collection of 19 generative AI projects in Python, showcasing applications in text generation, image synthesis, and chatbots using frameworks like Transformers and PyTorch. Includes datasets, code, and tutorials for building and deploying cutting-edge AI models.",23,2025-05-23T03:07:29Z,0,27,False,0,Jupyter Notebook,32878,1.0,False,False,False,https://api.github.com/repos/rohanmistry231/19-Gen-AI-Projects/contributors,https://api.github.com/repos/rohanmistry231/19-Gen-AI-Projects/collaborators{/collaborator},1,edge ai
Artificial-Intelligence,Hazrat-Ali9/Artificial-Intelligence,https://github.com/Hazrat-Ali9/Artificial-Intelligence,🤖 Artificial 👻 Intelligence 🙉 Toolbox 🤢 ultimate 🥶 open 🤡 source 🍎 suite 🍏 building 🌰 intelligent 🫑 systems 🥝 This 🍔 repository 🥬 brings 🏕 together 🕌 cutting 🏠 edge AI 🏪 models 🚂 powerful 🎳 algorithms 🏐 and hands ⚽ on tools 🥎machine ⛸ learning 🎮 deep 🚚 learning ✈ and 🚀 beyond 🛸 Automated 🚁 scripts 🚟 datasets ☂,4,2025-07-21T10:21:38Z,0,27,False,0,,2429,1.0,False,False,False,https://api.github.com/repos/Hazrat-Ali9/Artificial-Intelligence/contributors,https://api.github.com/repos/Hazrat-Ali9/Artificial-Intelligence/collaborators{/collaborator},1,edge ai
easy-business-ai,Shiinama/easy-business-ai,https://github.com/Shiinama/easy-business-ai,A minimal and cutting-edge AI project template for validating business ideas,49,2025-04-18T05:59:43Z,0,26,False,2,TypeScript,541,1.0,False,False,False,https://api.github.com/repos/Shiinama/easy-business-ai/contributors,https://api.github.com/repos/Shiinama/easy-business-ai/collaborators{/collaborator},0,edge ai
Low-latency-AI-Voice-Assistant,Ankur2606/Low-latency-AI-Voice-Assistant,https://github.com/Ankur2606/Low-latency-AI-Voice-Assistant,"End-to-End AI Voice Assistant pipeline with Whisper for Speech-to-Text, Hugging Face LLM for response generation, and Edge-TTS for Text-to-Speech. Features include Voice Activity Detection (VAD), tunable parameters for pitch, gender, and speed, and real-time response with latency optimization.",10,2025-03-03T19:16:05Z,7,26,False,4,Jupyter Notebook,48,1.0,False,False,False,https://api.github.com/repos/Ankur2606/Low-latency-AI-Voice-Assistant/contributors,https://api.github.com/repos/Ankur2606/Low-latency-AI-Voice-Assistant/collaborators{/collaborator},2,edge ai
smythos-studio,SmythOS/smythos-studio,https://github.com/SmythOS/smythos-studio,"SmythOS Studio: Open-Source Visual AI Agent Builder and deployable runtime stack from SmythOS. Start with an intuitive drag-and-drop workspace, extend with custom code, and deploy your agents anywhere — local, cloud, or edge — with full governance and control.",1162,2025-11-14T14:30:33Z,0,26,False,11,TypeScript,49723,1.0,False,False,False,https://api.github.com/repos/SmythOS/smythos-studio/contributors,https://api.github.com/repos/SmythOS/smythos-studio/collaborators{/collaborator},11,edge ai
Generative-AI-Engineer,Hazrat-Ali9/Generative-AI-Engineer,https://github.com/Hazrat-Ali9/Generative-AI-Engineer,⚽ A cutting ⚾ edge 🥎 mastering 🏀 Generative 🏐 AI your 🏈 complete 🏉 engineering 🎮 toolkit 🎳 building ⛸ intelligent 🚂 creative 🕌 and adaptive 🏩 systems 🚎 using 🚝 state of the ✈ art models 🛬 synthesis 🚀 with 🚟 Tacotron 🛸 WaveNet 🚁 and more AI 🛼 Blog Writer 🚚 Meme 🍔 Generator 🍋 AI 🍎 Powered 🍏 Designer 🥙,1,2025-07-18T09:40:17Z,0,26,False,0,,4,1.0,False,False,False,https://api.github.com/repos/Hazrat-Ali9/Generative-AI-Engineer/contributors,https://api.github.com/repos/Hazrat-Ali9/Generative-AI-Engineer/collaborators{/collaborator},1,edge ai
edgecd-blog,jiangsi/edgecd-blog,https://github.com/jiangsi/edgecd-blog,"EdgeCD AI Blog is an open-source blog system built with Remix.run on Cloudflare Workers. Features: - Powered by Remix.run framework - Fully edge-based computing - Leverages Cloudflare ecosystem (D1, R2, AI, KV, CDN)",2,2024-11-27T16:00:28Z,2,25,False,3,TypeScript,361,1.0,False,False,False,https://api.github.com/repos/jiangsi/edgecd-blog/contributors,https://api.github.com/repos/jiangsi/edgecd-blog/collaborators{/collaborator},1,edge ai
Eye-Cancer-AI-Model,xaanyaax/Eye-Cancer-AI-Model,https://github.com/xaanyaax/Eye-Cancer-AI-Model,"👁️ Eye Cancer Detection Model 🔬🧠 An AI-powered deep learning model that detects cancer cells in the eye from medical images with high precision. 🚀 Built using PyTorch and cutting-edge segmentation techniques, this project delivers real-time predictions through a fully deployed FastAPI backend and a sleek React frontend.",35,2025-08-07T18:14:52Z,0,25,False,5,JavaScript,4485,1.0,False,False,False,https://api.github.com/repos/xaanyaax/Eye-Cancer-AI-Model/contributors,https://api.github.com/repos/xaanyaax/Eye-Cancer-AI-Model/collaborators{/collaborator},1,edge ai
Pose2Art,MauiJerry/Pose2Art,https://github.com/MauiJerry/Pose2Art,Pose2Art creates an AI Camera run on small 'edge' device that extract Pose and sends tracked points via OSC to TouchDesigner and Unity/UnReal for ART!,52,2025-08-06T09:46:55Z,0,25,False,3,Python,50903,1.0,False,False,False,https://api.github.com/repos/MauiJerry/Pose2Art/contributors,https://api.github.com/repos/MauiJerry/Pose2Art/collaborators{/collaborator},2,edge ai
AI-Aquaculturing,TsaiRongFu/AI-Aquaculturing,https://github.com/TsaiRongFu/AI-Aquaculturing,"This project is developed for smart aquaculture. We use a camera to capture pictures of fishes in the tank. A deep neural network (MobileNet) is applied to recognize the images to identify the situation of fishes in the tank. EdgeTPU is used for edge computing. We also monitor the water quality by some environmental sensors. All the information is integrated into a website constructed by Laravel, and a Linebot is used to deliver information on mobile phones.Four undergraduate students develop this project from the Department of Management Information Systems (MIS), National Pingtung University of Science and Technology (NPUST), Taiwan.",211,2025-06-18T03:59:46Z,0,25,False,2,Python,386945,1.0,False,False,False,https://api.github.com/repos/TsaiRongFu/AI-Aquaculturing/contributors,https://api.github.com/repos/TsaiRongFu/AI-Aquaculturing/collaborators{/collaborator},4,edge ai
PrepEdge-AI,CoderUzumaki/PrepEdge-AI,https://github.com/CoderUzumaki/PrepEdge-AI,"PrepEdge AI is a full-stack AI-powered interview preparation platform that simulates real interview experiences. It offers personalized questions, automatic feedback using AI models, and downloadable performance reports — helping users get job-ready with confidence.",104,2025-09-22T02:37:28Z,0,24,False,38,JavaScript,3372,1.0,False,False,False,https://api.github.com/repos/CoderUzumaki/PrepEdge-AI/contributors,https://api.github.com/repos/CoderUzumaki/PrepEdge-AI/collaborators{/collaborator},16,edge ai
evsoc,Efinix-Inc/evsoc,https://github.com/Efinix-Inc/evsoc,"This repo is for Edge Vision SoC framework, which facilitates quick porting of users' design for Edge AI and Vision solutions.",79,2025-06-04T09:09:30Z,0,24,False,12,Verilog,159581,1.0,False,False,False,https://api.github.com/repos/Efinix-Inc/evsoc/contributors,https://api.github.com/repos/Efinix-Inc/evsoc/collaborators{/collaborator},3,edge ai
deepseek-r1-locally-for-android,mykeura/deepseek-r1-locally-for-android,https://github.com/mykeura/deepseek-r1-locally-for-android,"Run DeepSeek R1 AI Locally on Your Android Device! Experience DeepSeek R1, a cutting-edge AI model, on Android—no internet needed! Install and run it using Termux and Arch Linux. 📱",7,2025-09-12T17:47:36Z,0,24,False,3,Shell,36,1.0,False,False,False,https://api.github.com/repos/mykeura/deepseek-r1-locally-for-android/contributors,https://api.github.com/repos/mykeura/deepseek-r1-locally-for-android/collaborators{/collaborator},2,edge ai
AI-KnowlEDGE,Azure-Samples/AI-KnowlEDGE,https://github.com/Azure-Samples/AI-KnowlEDGE,,92,2025-11-06T15:23:57Z,4,23,False,10,Python,452,1.0,False,False,False,https://api.github.com/repos/Azure-Samples/AI-KnowlEDGE/contributors,https://api.github.com/repos/Azure-Samples/AI-KnowlEDGE/collaborators{/collaborator},3,edge ai
neuralroulette-ai,devddine/neuralroulette-ai,https://github.com/devddine/neuralroulette-ai,A smart AI system that analyzes real-time roulette data from Pragmatic Play Live Casino to uncover hidden patterns and gain a statistical edge in predicting winning outcomes.,18,2025-09-09T22:18:25Z,0,23,False,1,Python,106,1.0,False,False,False,https://api.github.com/repos/devddine/neuralroulette-ai/contributors,https://api.github.com/repos/devddine/neuralroulette-ai/collaborators{/collaborator},1,edge ai
solanis,solanisdev/solanis,https://github.com/solanisdev/solanis,"Solanis is a cutting-edge AI generator designed to create markdowns efficiently. Powered by Solanis AI v1.0, this tool leverages advanced natural language processing capabilities to generate high-quality, well-structured markdown documents effortlessly.",43,2025-07-14T19:10:07Z,42,23,False,1,TypeScript,1752,1.0,False,True,False,https://api.github.com/repos/solanisdev/solanis/contributors,https://api.github.com/repos/solanisdev/solanis/collaborators{/collaborator},2,edge ai
Gemini-Page-Insights,xPOURY4/Gemini-Page-Insights,https://github.com/xPOURY4/Gemini-Page-Insights,"Say goodbye to endless scrolling through lengthy articles! **Gemini Page Insights** harnesses the power of Google's cutting-edge Gemini AI to deliver instant, intelligent summaries of any webpage - right in your browser.",1,2025-06-01T17:06:38Z,0,22,False,19,,4,1.0,False,False,False,https://api.github.com/repos/xPOURY4/Gemini-Page-Insights/contributors,https://api.github.com/repos/xPOURY4/Gemini-Page-Insights/collaborators{/collaborator},1,edge ai
PaperHub,Lab4AI-Hub/PaperHub,https://github.com/Lab4AI-Hub/PaperHub,High-quality and compute-verified reproductions of cutting-edge AI papers. ,209,2025-11-12T02:23:03Z,0,22,False,1,Jupyter Notebook,3598,1.0,False,False,False,https://api.github.com/repos/Lab4AI-Hub/PaperHub/contributors,https://api.github.com/repos/Lab4AI-Hub/PaperHub/collaborators{/collaborator},1,edge ai
soccer,Ahmed-El-Zainy/soccer,https://github.com/Ahmed-El-Zainy/soccer,"Soccer AI leverages cutting-edge computer vision and deep learning models to analyze soccer matches, detecting players, tracking ball movements, and identifying pitch boundaries, all while offering team classification and visual insights.",21,2025-05-26T09:39:54Z,20,22,False,5,Python,96800,1.0,False,False,False,https://api.github.com/repos/Ahmed-El-Zainy/soccer/contributors,https://api.github.com/repos/Ahmed-El-Zainy/soccer/collaborators{/collaborator},1,edge ai
LiquidAI,LiquidAI-FUN/LiquidAI,https://github.com/LiquidAI-FUN/LiquidAI,"LiquidAI fuses cutting-edge AI models with blockchain data to deliver real-time insights, predictive analytics, and ecosystem intelligence. Built for Solana and the future of decentralized innovation.",2,2025-04-27T15:23:32Z,0,22,False,0,JavaScript,169,1.0,False,False,False,https://api.github.com/repos/LiquidAI-FUN/LiquidAI/contributors,https://api.github.com/repos/LiquidAI-FUN/LiquidAI/collaborators{/collaborator},1,edge ai
EdgeLLM,john-rocky/EdgeLLM,https://github.com/john-rocky/EdgeLLM,Simple LLM package for ios devices.,67,2025-07-12T02:53:18Z,0,21,False,2,Swift,73191,1.0,False,False,False,https://api.github.com/repos/john-rocky/EdgeLLM/contributors,https://api.github.com/repos/john-rocky/EdgeLLM/collaborators{/collaborator},1,edge ai
Jamming-Detection-in-IoT-Wireless-Networks-An-Edge-AI-Based-Approach,AMHD/Jamming-Detection-in-IoT-Wireless-Networks-An-Edge-AI-Based-Approach,https://github.com/AMHD/Jamming-Detection-in-IoT-Wireless-Networks-An-Edge-AI-Based-Approach,Jamming Detection in IoT Wireless Networks using TinyML -- Code and Dataset,6,2025-02-09T15:00:26Z,0,21,False,2,Python,7064,1.0,False,False,False,https://api.github.com/repos/AMHD/Jamming-Detection-in-IoT-Wireless-Networks-An-Edge-AI-Based-Approach/contributors,https://api.github.com/repos/AMHD/Jamming-Detection-in-IoT-Wireless-Networks-An-Edge-AI-Based-Approach/collaborators{/collaborator},1,edge ai
awesome-best-ai-agent,XiaomingX/awesome-best-ai-agent,https://github.com/XiaomingX/awesome-best-ai-agent,"Collection of the most effective AI agents and tools. 'awesome-best-ai-agent' gathers top open-source AI agent projects, including automation tools, GPT-based agents, and more. Ideal for developers and researchers exploring cutting-edge AI capabilities and automation workflows.",3,2025-05-27T02:43:33Z,2,21,False,4,,18,1.0,False,False,False,https://api.github.com/repos/XiaomingX/awesome-best-ai-agent/contributors,https://api.github.com/repos/XiaomingX/awesome-best-ai-agent/collaborators{/collaborator},1,edge ai
Nexora,M4RKUS28/Nexora,https://github.com/M4RKUS28/Nexora,This project is a full-stack application designed to deliver cutting-edge AI solutions for personalized learning assistance. It leverages a powerful Python backend and a modern React frontend to offer an innovative educational platform.,787,2025-08-22T15:16:06Z,0,21,False,14,JavaScript,10869,1.0,False,False,False,https://api.github.com/repos/M4RKUS28/Nexora/contributors,https://api.github.com/repos/M4RKUS28/Nexora/collaborators{/collaborator},5,edge ai
generative-ai-toolkit-for-sap-hana-cloud,SAP/generative-ai-toolkit-for-sap-hana-cloud,https://github.com/SAP/generative-ai-toolkit-for-sap-hana-cloud,"Generative AI Client for SAP HANA Cloud is an extension of the existing HANA ML Python client library, mainly focusing on GenAI and related use cases. It includes many leading-edge GenAI related open source libraries and provides seamless integration with HANA ML, HANA vector engine, and other SAP GenAI Hub SDK.",413,2025-10-14T07:27:18Z,3,21,False,4,Jupyter Notebook,42364,1.0,False,False,False,https://api.github.com/repos/SAP/generative-ai-toolkit-for-sap-hana-cloud/contributors,https://api.github.com/repos/SAP/generative-ai-toolkit-for-sap-hana-cloud/collaborators{/collaborator},6,edge ai
awesome-nano-banana,SamurAIGPT/awesome-nano-banana,https://github.com/SamurAIGPT/awesome-nano-banana,"A stunning collection of images and tools created with Gemini-2.5-Flash-Image (Nano Banana), a cutting-edge model for image generation and editing. Discover AI-powered visuals brought to life by Gemini, highlighting Google’s latest advancements in image creation technology.",2,2025-09-08T19:16:14Z,0,21,False,2,,5,1.0,False,False,False,https://api.github.com/repos/SamurAIGPT/awesome-nano-banana/contributors,https://api.github.com/repos/SamurAIGPT/awesome-nano-banana/collaborators{/collaborator},1,edge ai
edge-ai,microsoft/edge-ai,https://github.com/microsoft/edge-ai,Edge AI Accelerator,581,2025-11-14T18:41:09Z,251,20,False,11,PowerShell,21692,1.0,False,False,False,https://api.github.com/repos/microsoft/edge-ai/contributors,https://api.github.com/repos/microsoft/edge-ai/collaborators{/collaborator},23,edge ai
edge-aio-in-a-box,Azure-Samples/edge-aio-in-a-box,https://github.com/Azure-Samples/edge-aio-in-a-box,Azure IoT Operations with Edge AI in-a-Box,156,2025-02-13T21:09:31Z,150,20,False,7,Jupyter Notebook,26645,1.0,False,False,False,https://api.github.com/repos/Azure-Samples/edge-aio-in-a-box/contributors,https://api.github.com/repos/Azure-Samples/edge-aio-in-a-box/collaborators{/collaborator},3,edge ai
metasploit-ai,yashab-cyber/metasploit-ai,https://github.com/yashab-cyber/metasploit-ai,"Metasploit-AI is a cutting-edge cybersecurity framework that combines the power of Metasploit with advanced artificial intelligence and machine learning capabilities. Designed for cybersecurity professionals, ethical hackers, and penetration testers, ",8,2025-08-09T17:42:25Z,0,20,False,10,Python,671,1.0,False,False,False,https://api.github.com/repos/yashab-cyber/metasploit-ai/contributors,https://api.github.com/repos/yashab-cyber/metasploit-ai/collaborators{/collaborator},1,edge ai
Smart-IoT-Security-Framework,CyberNexusX/Smart-IoT-Security-Framework,https://github.com/CyberNexusX/Smart-IoT-Security-Framework,"This repository contains a Smart IoT Security Framework that incorporates AI-driven anomaly detection for IoT devices. Here's a comprehensive approach using Edge AI, Python, MQTT, and AWS IoT Core:",10,2025-03-03T19:30:48Z,0,20,False,8,,23,1.0,False,False,False,https://api.github.com/repos/CyberNexusX/Smart-IoT-Security-Framework/contributors,https://api.github.com/repos/CyberNexusX/Smart-IoT-Security-Framework/collaborators{/collaborator},1,edge ai
smart-cache,kristianfreeman/smart-cache,https://github.com/kristianfreeman/smart-cache,"AI-driven edge caching of any origin, using Cloudflare Workers and Deepseek AI",3,2025-01-31T19:03:39Z,0,20,False,1,TypeScript,14,1.0,False,False,False,https://api.github.com/repos/kristianfreeman/smart-cache/contributors,https://api.github.com/repos/kristianfreeman/smart-cache/collaborators{/collaborator},1,edge ai
workshop-advantech-jetson-nano,edgeimpulse/workshop-advantech-jetson-nano,https://github.com/edgeimpulse/workshop-advantech-jetson-nano,Tutorial for the PERFECTING FACTORY 5.0 WITH EDGE-POWERED AI workshop,20,2025-02-10T10:17:51Z,0,20,False,0,Python,143097,1.0,False,False,False,https://api.github.com/repos/edgeimpulse/workshop-advantech-jetson-nano/contributors,https://api.github.com/repos/edgeimpulse/workshop-advantech-jetson-nano/collaborators{/collaborator},2,edge ai
awesome-tinyml,umitkacar/awesome-tinyml,https://github.com/umitkacar/awesome-tinyml,"TinyML & Edge AI: On-device inference, model quantization, embedded ML, ultra-low-power AI for microcontrollers and IoT devices.",68,2025-11-10T09:48:13Z,5,20,False,0,Python,370,1.0,False,False,False,https://api.github.com/repos/umitkacar/awesome-tinyml/contributors,https://api.github.com/repos/umitkacar/awesome-tinyml/collaborators{/collaborator},2,edge ai
